"user_id","average_day_between_orders","total_orders","total_items_purchased","reorder_ratio","cluster","segment"
107910,3.00,12,54,0.4630,2,The Newcomer
107911,18.00,54,335,0.4687,1,The Loyalist
107912,24.00,26,261,0.6169,1,The Loyalist
107913,12.00,24,155,0.4387,1,The Loyalist
107914,28.00,10,121,0.4050,0,Potential Churn
107915,30.00,5,63,0.2222,0,Potential Churn
107916,19.00,6,42,0.2619,0,Potential Churn
107917,20.00,3,26,0.1538,0,Potential Churn
107918,10.00,4,33,0.1818,2,The Newcomer
107919,30.00,3,53,0.1698,0,Potential Churn
107920,30.00,13,59,0.2373,0,Potential Churn
107921,16.00,4,21,0.0952,2,The Newcomer
107922,19.00,4,33,0.1818,0,Potential Churn
107923,5.00,62,1224,0.8521,1,The Loyalist
107924,14.00,10,62,0.4355,2,The Newcomer
107925,30.00,5,54,0.0926,0,Potential Churn
107926,2.00,78,442,0.6968,1,The Loyalist
107927,30.00,20,224,0.4866,1,The Loyalist
107928,21.00,4,37,0.2973,0,Potential Churn
107929,9.00,27,255,0.4588,1,The Loyalist
107930,14.00,9,50,0.4000,2,The Newcomer
107931,21.00,22,293,0.5119,1,The Loyalist
107932,2.00,28,81,0.4444,1,The Loyalist
107933,30.00,7,82,0.1585,0,Potential Churn
107934,15.00,9,22,0.2727,2,The Newcomer
107935,27.00,4,53,0.1132,0,Potential Churn
107936,30.00,47,299,0.5452,1,The Loyalist
107937,6.00,11,58,0.3276,2,The Newcomer
107938,7.00,5,99,0.3838,2,The Newcomer
107939,14.00,3,9,0.2222,2,The Newcomer
107940,7.00,14,109,0.3119,2,The Newcomer
107941,3.00,7,62,0.0806,2,The Newcomer
107942,10.00,7,63,0.1905,2,The Newcomer
107943,30.00,5,107,0.4206,0,Potential Churn
107944,26.00,12,21,0.3810,0,Potential Churn
107945,8.00,10,94,0.3617,2,The Newcomer
107946,21.00,9,75,0.4400,0,Potential Churn
107947,19.00,16,110,0.4818,1,The Loyalist
107948,17.00,4,54,0.2778,2,The Newcomer
107949,5.00,63,548,0.6223,1,The Loyalist
107950,4.00,54,733,0.6971,1,The Loyalist
107951,6.00,57,1080,0.7130,1,The Loyalist
107952,25.00,12,161,0.5093,0,Potential Churn
107953,0.00,5,60,0.2333,2,The Newcomer
107954,19.00,6,34,0.5882,0,Potential Churn
107955,7.00,10,101,0.6238,1,The Loyalist
107956,7.00,15,37,0.4324,2,The Newcomer
107957,13.00,16,135,0.5407,1,The Loyalist
107958,6.00,3,15,0.2000,2,The Newcomer
107959,30.00,18,72,0.5000,0,Potential Churn
107960,12.00,11,54,0.3333,2,The Newcomer
107961,22.00,4,105,0.3333,0,Potential Churn
107962,30.00,7,75,0.3200,0,Potential Churn
107963,30.00,3,22,0.4545,0,Potential Churn
107964,25.00,18,119,0.3193,0,Potential Churn
107965,6.00,6,55,0.2182,2,The Newcomer
107966,30.00,6,59,0.2034,0,Potential Churn
107967,18.00,9,14,0.2857,2,The Newcomer
107968,30.00,4,102,0.3333,0,Potential Churn
107969,30.00,3,17,0.0588,0,Potential Churn
107970,7.00,10,143,0.7063,1,The Loyalist
107971,25.00,4,34,0.1471,0,Potential Churn
107972,2.00,66,687,0.6914,1,The Loyalist
107973,30.00,8,243,0.5267,0,Potential Churn
107974,9.00,25,149,0.5973,1,The Loyalist
107975,30.00,3,29,0.2414,0,Potential Churn
107976,26.00,8,11,0.5455,0,Potential Churn
107977,30.00,13,71,0.4366,0,Potential Churn
107978,6.00,27,311,0.7203,1,The Loyalist
107979,9.00,55,853,0.7550,1,The Loyalist
107980,2.00,9,84,0.2857,2,The Newcomer
107981,2.00,45,222,0.7748,1,The Loyalist
107982,8.00,4,63,0.3175,2,The Newcomer
107983,4.00,12,144,0.6181,1,The Loyalist
107984,8.00,12,109,0.3303,2,The Newcomer
107985,8.00,55,949,0.7208,1,The Loyalist
107986,28.00,6,118,0.3136,0,Potential Churn
107987,30.00,3,26,0.1154,0,Potential Churn
107988,15.00,15,90,0.3444,2,The Newcomer
107989,1.00,51,634,0.7035,1,The Loyalist
107990,9.00,27,251,0.5378,1,The Loyalist
107991,7.00,39,291,0.5704,1,The Loyalist
107992,3.00,71,1415,0.8014,1,The Loyalist
107993,19.00,9,85,0.3765,0,Potential Churn
107994,17.00,7,32,0.2500,2,The Newcomer
107995,30.00,3,27,0.0741,0,Potential Churn
107996,26.00,8,99,0.2727,0,Potential Churn
107997,30.00,3,14,0.2857,0,Potential Churn
107998,15.00,10,108,0.2500,2,The Newcomer
107999,15.00,3,20,0.2000,2,The Newcomer
108000,6.00,12,255,0.6510,1,The Loyalist
108001,9.00,32,242,0.4711,1,The Loyalist
108002,21.00,6,62,0.4677,0,Potential Churn
108003,30.00,22,171,0.3918,0,Potential Churn
108004,30.00,5,46,0.1957,0,Potential Churn
108005,4.00,6,46,0.2174,2,The Newcomer
108006,4.00,14,198,0.7071,1,The Loyalist
108007,4.00,16,233,0.3176,1,The Loyalist
108008,27.00,42,262,0.5420,1,The Loyalist
108009,17.00,10,26,0.4231,2,The Newcomer
108010,30.00,3,37,0.5135,0,Potential Churn
108011,30.00,3,72,0.2222,0,Potential Churn
108012,7.00,3,16,0.2500,2,The Newcomer
108013,7.00,15,331,0.6828,1,The Loyalist
108014,7.00,15,78,0.5769,1,The Loyalist
108015,30.00,19,429,0.6993,1,The Loyalist
108016,3.00,6,55,0.3455,2,The Newcomer
108017,15.00,23,135,0.6519,1,The Loyalist
108018,30.00,5,27,0.1111,0,Potential Churn
108019,6.00,30,387,0.6486,1,The Loyalist
108020,7.00,10,101,0.5743,2,The Newcomer
108021,3.00,19,78,0.8718,1,The Loyalist
108022,12.00,4,78,0.4615,2,The Newcomer
108023,30.00,3,14,0.2857,0,Potential Churn
108024,30.00,10,156,0.3590,0,Potential Churn
108025,22.00,17,361,0.6870,1,The Loyalist
108026,8.00,3,21,0.0000,2,The Newcomer
108027,8.00,19,287,0.6934,1,The Loyalist
108028,15.00,10,98,0.5510,2,The Newcomer
108029,30.00,9,56,0.2321,0,Potential Churn
108030,13.00,16,151,0.6159,1,The Loyalist
108031,5.00,71,2207,0.8704,1,The Loyalist
108032,22.00,29,299,0.6722,1,The Loyalist
108033,18.00,9,121,0.1818,2,The Newcomer
108034,21.00,3,53,0.2642,0,Potential Churn
108035,14.00,4,47,0.3191,2,The Newcomer
108036,13.00,4,42,0.4286,2,The Newcomer
108037,5.00,6,42,0.3095,2,The Newcomer
108038,11.00,17,158,0.5127,1,The Loyalist
108039,21.00,16,121,0.5702,1,The Loyalist
108040,7.00,28,763,0.8047,1,The Loyalist
108041,30.00,4,19,0.2105,0,Potential Churn
108042,30.00,3,31,0.3548,0,Potential Churn
108043,30.00,21,189,0.6032,1,The Loyalist
108044,9.00,19,342,0.5175,1,The Loyalist
108045,21.00,3,39,0.2564,0,Potential Churn
108046,30.00,5,65,0.5538,0,Potential Churn
108047,6.00,75,1372,0.7915,1,The Loyalist
108048,17.00,9,86,0.2209,2,The Newcomer
108049,30.00,5,26,0.5769,0,Potential Churn
108050,30.00,5,57,0.1228,0,Potential Churn
108051,0.00,24,308,0.5065,1,The Loyalist
108052,10.00,11,320,0.5906,1,The Loyalist
108053,30.00,9,70,0.3571,0,Potential Churn
108054,30.00,5,46,0.4130,0,Potential Churn
108055,1.00,6,18,0.3889,2,The Newcomer
108056,10.00,28,406,0.6724,1,The Loyalist
108057,30.00,3,7,0.1429,0,Potential Churn
108058,2.00,3,20,0.2500,2,The Newcomer
108059,20.00,34,198,0.7626,1,The Loyalist
108060,27.00,7,68,0.3529,0,Potential Churn
108061,30.00,7,74,0.4595,0,Potential Churn
108062,8.00,17,59,0.6271,1,The Loyalist
108063,30.00,10,162,0.1173,0,Potential Churn
108064,18.00,4,13,0.4615,2,The Newcomer
108065,30.00,4,74,0.1351,0,Potential Churn
108066,3.00,19,195,0.4769,1,The Loyalist
108067,22.00,6,81,0.3580,0,Potential Churn
108068,30.00,3,12,0.2500,0,Potential Churn
108069,13.00,20,267,0.5356,1,The Loyalist
108070,12.00,38,94,0.7766,1,The Loyalist
108071,7.00,48,645,0.7333,1,The Loyalist
108072,4.00,48,151,0.7285,1,The Loyalist
108073,13.00,5,15,0.4667,2,The Newcomer
108074,30.00,6,151,0.3046,0,Potential Churn
108075,12.00,5,55,0.1455,2,The Newcomer
108076,30.00,3,8,0.1250,0,Potential Churn
108077,21.00,13,229,0.5808,1,The Loyalist
108078,30.00,23,106,0.5189,0,Potential Churn
108079,30.00,14,142,0.5141,0,Potential Churn
108080,14.00,3,12,0.2500,2,The Newcomer
108081,13.00,12,160,0.2813,2,The Newcomer
108082,30.00,3,41,0.2439,0,Potential Churn
108083,7.00,3,26,0.0769,2,The Newcomer
108084,12.00,4,40,0.4250,2,The Newcomer
108085,9.00,4,17,0.2353,2,The Newcomer
108086,12.00,5,9,0.7778,2,The Newcomer
108087,5.00,14,191,0.7749,1,The Loyalist
108088,14.00,3,77,0.2597,2,The Newcomer
108089,8.00,38,847,0.7379,1,The Loyalist
108090,15.00,49,591,0.7293,1,The Loyalist
108091,25.00,12,66,0.5606,0,Potential Churn
108092,30.00,3,11,0.0000,0,Potential Churn
108093,4.00,25,411,0.5839,1,The Loyalist
108094,5.00,16,193,0.4715,1,The Loyalist
108095,30.00,4,32,0.0938,0,Potential Churn
108096,30.00,3,23,0.2609,0,Potential Churn
108097,10.00,29,408,0.6838,1,The Loyalist
108098,7.00,32,531,0.7100,1,The Loyalist
108099,7.00,13,77,0.4935,2,The Newcomer
108100,16.00,17,49,0.8367,1,The Loyalist
108101,8.00,9,92,0.2283,2,The Newcomer
108102,30.00,4,18,0.3333,0,Potential Churn
108103,16.00,14,30,0.5000,2,The Newcomer
108104,23.00,48,372,0.7016,1,The Loyalist
108105,15.00,23,128,0.5703,1,The Loyalist
108106,5.00,13,74,0.2432,2,The Newcomer
108107,30.00,3,17,0.0588,0,Potential Churn
108108,7.00,26,178,0.8258,1,The Loyalist
108109,14.00,3,23,0.2609,2,The Newcomer
108110,6.00,29,273,0.6703,1,The Loyalist
108111,30.00,12,123,0.3496,0,Potential Churn
108112,9.00,5,38,0.2895,2,The Newcomer
108113,30.00,4,27,0.2593,0,Potential Churn
108114,25.00,15,37,0.8378,1,The Loyalist
108115,30.00,7,17,0.3529,0,Potential Churn
108116,2.00,3,10,0.3000,2,The Newcomer
108117,8.00,16,61,0.7049,1,The Loyalist
108118,8.00,3,39,0.2821,2,The Newcomer
108119,30.00,7,11,0.3636,0,Potential Churn
108120,20.00,9,49,0.6122,0,Potential Churn
108121,7.00,38,99,0.6667,1,The Loyalist
108122,13.00,39,354,0.5678,1,The Loyalist
108123,4.00,18,190,0.4895,1,The Loyalist
108124,22.00,4,68,0.5294,0,Potential Churn
108125,19.00,5,23,0.3043,0,Potential Churn
108126,7.00,4,46,0.4565,2,The Newcomer
108127,0.00,36,267,0.5468,1,The Loyalist
108128,7.00,51,652,0.8482,1,The Loyalist
108129,15.00,9,139,0.4101,2,The Newcomer
108130,30.00,4,32,0.2813,0,Potential Churn
108131,30.00,14,164,0.7012,1,The Loyalist
108132,10.00,3,20,0.1500,2,The Newcomer
108133,7.00,21,363,0.6171,1,The Loyalist
108134,30.00,3,9,0.0000,0,Potential Churn
108135,14.00,15,200,0.6450,1,The Loyalist
108136,5.00,15,204,0.5686,1,The Loyalist
108137,30.00,8,82,0.5610,0,Potential Churn
108138,23.00,7,120,0.2333,0,Potential Churn
108139,7.00,4,122,0.2459,2,The Newcomer
108140,12.00,9,15,0.5333,2,The Newcomer
108141,30.00,16,219,0.7169,1,The Loyalist
108142,30.00,26,224,0.4598,1,The Loyalist
108143,15.00,9,76,0.2368,2,The Newcomer
108144,6.00,5,50,0.1800,2,The Newcomer
108145,15.00,8,28,0.2857,2,The Newcomer
108146,7.00,12,310,0.6613,1,The Loyalist
108147,9.00,36,233,0.8197,1,The Loyalist
108148,0.00,90,1339,0.8185,1,The Loyalist
108149,30.00,3,37,0.3243,0,Potential Churn
108150,14.00,4,50,0.0800,2,The Newcomer
108151,22.00,7,87,0.0690,0,Potential Churn
108152,30.00,12,114,0.2719,0,Potential Churn
108153,1.00,22,500,0.4260,1,The Loyalist
108154,30.00,7,78,0.2308,0,Potential Churn
108155,5.00,3,65,0.4000,2,The Newcomer
108156,2.00,63,484,0.7293,1,The Loyalist
108157,7.00,16,151,0.7616,1,The Loyalist
108158,7.00,37,371,0.7197,1,The Loyalist
108159,8.00,13,55,0.3818,2,The Newcomer
108160,30.00,6,14,0.5000,0,Potential Churn
108161,6.00,3,7,0.2857,2,The Newcomer
108162,30.00,4,43,0.1860,0,Potential Churn
108163,21.00,22,191,0.5759,1,The Loyalist
108164,30.00,3,7,0.1429,0,Potential Churn
108165,10.00,29,717,0.6039,1,The Loyalist
108166,30.00,6,35,0.6286,0,Potential Churn
108167,1.00,75,528,0.6288,1,The Loyalist
108168,30.00,5,57,0.1404,0,Potential Churn
108169,30.00,6,24,0.3333,0,Potential Churn
108170,5.00,47,987,0.8095,1,The Loyalist
108171,30.00,5,14,0.4286,0,Potential Churn
108172,12.00,3,30,0.3000,2,The Newcomer
108173,21.00,7,114,0.5526,0,Potential Churn
108174,30.00,3,30,0.2000,0,Potential Churn
108175,9.00,30,119,0.6303,1,The Loyalist
108176,9.00,8,118,0.1271,2,The Newcomer
108177,11.00,5,70,0.2000,2,The Newcomer
108178,30.00,12,166,0.5301,0,Potential Churn
108179,30.00,5,50,0.6000,0,Potential Churn
108180,30.00,5,16,0.3125,0,Potential Churn
108181,5.00,28,576,0.6667,1,The Loyalist
108182,23.00,3,28,0.1786,0,Potential Churn
108183,30.00,3,7,0.5714,0,Potential Churn
108184,11.00,12,92,0.3370,2,The Newcomer
108185,2.00,11,108,0.3611,2,The Newcomer
108186,9.00,11,98,0.2347,2,The Newcomer
108187,12.00,59,2760,0.8862,1,The Loyalist
108188,5.00,35,423,0.7636,1,The Loyalist
108189,14.00,3,28,0.2143,2,The Newcomer
108190,3.00,15,126,0.5159,1,The Loyalist
108191,5.00,14,24,0.2917,2,The Newcomer
108192,5.00,22,324,0.7068,1,The Loyalist
108193,15.00,7,18,0.2778,2,The Newcomer
108194,10.00,31,408,0.7475,1,The Loyalist
108195,7.00,10,182,0.4670,2,The Newcomer
108196,7.00,8,61,0.1803,2,The Newcomer
108197,6.00,16,122,0.7049,1,The Loyalist
108198,30.00,21,171,0.3626,0,Potential Churn
108199,5.00,64,599,0.6477,1,The Loyalist
108200,16.00,10,80,0.4375,2,The Newcomer
108201,30.00,12,120,0.5417,0,Potential Churn
108202,10.00,24,394,0.8249,1,The Loyalist
108203,9.00,3,32,0.0625,2,The Newcomer
108204,30.00,3,20,0.2500,0,Potential Churn
108205,4.00,9,34,0.3529,2,The Newcomer
108206,16.00,3,50,0.4200,2,The Newcomer
108207,15.00,25,726,0.6791,1,The Loyalist
108208,1.00,12,63,0.1905,2,The Newcomer
108209,10.00,6,32,0.3125,2,The Newcomer
108210,6.00,9,38,0.2895,2,The Newcomer
108211,7.00,24,251,0.8167,1,The Loyalist
108212,28.00,17,211,0.2749,0,Potential Churn
108213,6.00,8,103,0.5340,2,The Newcomer
108214,20.00,32,44,0.7727,1,The Loyalist
108215,4.00,5,91,0.1429,2,The Newcomer
108216,13.00,4,21,0.1905,2,The Newcomer
108217,8.00,27,139,0.4820,1,The Loyalist
108218,8.00,8,78,0.3718,2,The Newcomer
108219,9.00,15,51,0.5882,2,The Newcomer
108220,7.00,4,75,0.1467,2,The Newcomer
108221,4.00,9,15,0.4000,2,The Newcomer
108222,6.00,31,600,0.5933,1,The Loyalist
108223,30.00,3,11,0.1818,0,Potential Churn
108224,7.00,21,343,0.6181,1,The Loyalist
108225,18.00,3,28,0.0357,2,The Newcomer
108226,30.00,3,22,0.1364,0,Potential Churn
108227,5.00,7,16,0.6250,2,The Newcomer
108228,19.00,5,42,0.4048,0,Potential Churn
108229,11.00,11,97,0.2784,2,The Newcomer
108230,30.00,11,61,0.3279,0,Potential Churn
108231,7.00,15,232,0.4569,1,The Loyalist
108232,30.00,16,62,0.4355,0,Potential Churn
108233,30.00,7,85,0.2941,0,Potential Churn
108234,22.00,20,111,0.5315,1,The Loyalist
108235,15.00,28,309,0.4628,1,The Loyalist
108236,16.00,7,70,0.1714,2,The Newcomer
108237,30.00,3,46,0.0435,0,Potential Churn
108238,28.00,17,287,0.5470,1,The Loyalist
108239,30.00,9,118,0.4322,0,Potential Churn
108240,30.00,9,127,0.2913,0,Potential Churn
108241,7.00,18,327,0.7737,1,The Loyalist
108242,20.00,14,155,0.2968,0,Potential Churn
108243,7.00,7,44,0.1364,2,The Newcomer
108244,30.00,20,211,0.6635,1,The Loyalist
108245,3.00,24,88,0.5682,1,The Loyalist
108246,16.00,9,18,0.4444,2,The Newcomer
108247,22.00,11,229,0.7118,1,The Loyalist
108248,25.00,9,87,0.2759,0,Potential Churn
108249,6.00,81,539,0.8813,1,The Loyalist
108250,7.00,20,294,0.5306,1,The Loyalist
108251,7.00,35,482,0.6017,1,The Loyalist
108252,2.00,3,18,0.0556,2,The Newcomer
108253,30.00,12,184,0.4457,0,Potential Churn
108254,17.00,7,53,0.2075,2,The Newcomer
108255,14.00,9,49,0.2653,2,The Newcomer
108256,5.00,16,80,0.3125,2,The Newcomer
108257,11.00,55,412,0.7476,1,The Loyalist
108258,6.00,46,417,0.7578,1,The Loyalist
108259,7.00,19,424,0.6226,1,The Loyalist
108260,22.00,7,43,0.2791,0,Potential Churn
108261,30.00,4,49,0.2245,0,Potential Churn
108262,19.00,3,4,0.0000,0,Potential Churn
108263,4.00,33,301,0.5083,1,The Loyalist
108264,14.00,3,31,0.1613,2,The Newcomer
108265,3.00,8,27,0.1852,2,The Newcomer
108266,24.00,5,49,0.2041,0,Potential Churn
108267,25.00,8,56,0.2500,0,Potential Churn
108268,30.00,13,98,0.4388,0,Potential Churn
108269,16.00,6,123,0.3577,2,The Newcomer
108270,30.00,26,202,0.4851,1,The Loyalist
108271,4.00,44,895,0.6715,1,The Loyalist
108272,10.00,21,620,0.6952,1,The Loyalist
108273,6.00,26,335,0.6776,1,The Loyalist
108274,25.00,9,111,0.3604,0,Potential Churn
108275,4.00,17,133,0.4361,1,The Loyalist
108276,14.00,24,119,0.7563,1,The Loyalist
108277,17.00,8,116,0.3017,2,The Newcomer
108278,25.00,3,11,0.3636,0,Potential Churn
108279,16.00,18,345,0.7101,1,The Loyalist
108280,4.00,59,474,0.5485,1,The Loyalist
108281,4.00,22,504,0.6944,1,The Loyalist
108282,8.00,11,64,0.4375,2,The Newcomer
108283,18.00,4,82,0.2073,2,The Newcomer
108284,30.00,3,24,0.1667,0,Potential Churn
108285,6.00,3,6,0.3333,2,The Newcomer
108286,30.00,5,30,0.1000,0,Potential Churn
108287,30.00,5,80,0.2000,0,Potential Churn
108288,21.00,17,180,0.7056,1,The Loyalist
108289,30.00,7,94,0.2128,0,Potential Churn
108290,5.00,11,50,0.5800,2,The Newcomer
108291,30.00,4,9,0.1111,0,Potential Churn
108292,17.00,19,126,0.4762,1,The Loyalist
108293,18.00,3,24,0.0417,2,The Newcomer
108294,30.00,10,162,0.3519,0,Potential Churn
108295,14.00,25,349,0.3725,1,The Loyalist
108296,11.00,43,465,0.7591,1,The Loyalist
108297,7.00,6,71,0.1831,2,The Newcomer
108298,30.00,6,79,0.4177,0,Potential Churn
108299,5.00,9,51,0.3725,2,The Newcomer
108300,3.00,35,323,0.5356,1,The Loyalist
108301,6.00,26,189,0.4868,1,The Loyalist
108302,30.00,5,94,0.2872,0,Potential Churn
108303,3.00,34,340,0.7794,1,The Loyalist
108304,6.00,40,234,0.5214,1,The Loyalist
108305,13.00,6,49,0.1633,2,The Newcomer
108306,7.00,11,105,0.3524,2,The Newcomer
108307,30.00,9,84,0.6667,0,Potential Churn
108308,30.00,5,27,0.5556,0,Potential Churn
108309,5.00,16,220,0.3818,1,The Loyalist
108310,30.00,3,75,0.1200,0,Potential Churn
108311,14.00,13,117,0.2821,2,The Newcomer
108312,16.00,18,281,0.5516,1,The Loyalist
108313,6.00,25,151,0.5563,1,The Loyalist
108314,30.00,30,640,0.5984,1,The Loyalist
108315,7.00,3,21,0.0952,2,The Newcomer
108316,25.00,5,22,0.1818,0,Potential Churn
108317,29.00,7,70,0.1857,0,Potential Churn
108318,28.00,7,87,0.3908,0,Potential Churn
108319,22.00,9,21,0.5238,0,Potential Churn
108320,30.00,6,58,0.2241,0,Potential Churn
108321,8.00,17,124,0.5403,1,The Loyalist
108322,30.00,11,239,0.4268,0,Potential Churn
108323,30.00,5,21,0.3333,0,Potential Churn
108324,7.00,44,276,0.7862,1,The Loyalist
108325,1.00,7,15,0.6000,2,The Newcomer
108326,7.00,9,51,0.3137,2,The Newcomer
108327,1.00,17,217,0.5668,1,The Loyalist
108328,18.00,7,30,0.1333,2,The Newcomer
108329,9.00,5,40,0.5000,2,The Newcomer
108330,16.00,31,284,0.5141,1,The Loyalist
108331,13.00,16,184,0.5380,1,The Loyalist
108332,6.00,40,663,0.8235,1,The Loyalist
108333,30.00,15,52,0.1538,0,Potential Churn
108334,8.00,6,68,0.2794,2,The Newcomer
108335,10.00,8,98,0.1939,2,The Newcomer
108336,5.00,3,76,0.2368,2,The Newcomer
108337,6.00,15,138,0.6667,1,The Loyalist
108338,12.00,15,166,0.4759,1,The Loyalist
108339,11.00,13,246,0.6707,1,The Loyalist
108340,30.00,5,25,0.5600,0,Potential Churn
108341,15.00,42,451,0.7561,1,The Loyalist
108342,8.00,11,194,0.5928,1,The Loyalist
108343,30.00,12,96,0.3021,0,Potential Churn
108344,10.00,9,161,0.4410,2,The Newcomer
108345,30.00,3,20,0.1500,0,Potential Churn
108346,6.00,25,422,0.5024,1,The Loyalist
108347,29.00,32,418,0.6675,1,The Loyalist
108348,30.00,5,58,0.2069,0,Potential Churn
108349,11.00,4,32,0.1875,2,The Newcomer
108350,2.00,74,572,0.5385,1,The Loyalist
108351,14.00,34,395,0.7392,1,The Loyalist
108352,30.00,12,84,0.6667,0,Potential Churn
108353,3.00,3,26,0.1154,2,The Newcomer
108354,7.00,5,46,0.1957,2,The Newcomer
108355,30.00,8,39,0.3077,0,Potential Churn
108356,30.00,7,52,0.0769,0,Potential Churn
108357,30.00,3,16,0.2500,0,Potential Churn
108358,7.00,3,30,0.1333,2,The Newcomer
108359,30.00,3,20,0.1500,0,Potential Churn
108360,5.00,18,99,0.3434,2,The Newcomer
108361,17.00,13,85,0.3294,2,The Newcomer
108362,7.00,17,200,0.6100,1,The Loyalist
108363,0.00,97,563,0.6270,1,The Loyalist
108364,22.00,4,48,0.3750,0,Potential Churn
108365,20.00,7,33,0.5455,0,Potential Churn
108366,25.00,9,44,0.4091,0,Potential Churn
108367,14.00,17,53,0.6226,1,The Loyalist
108368,7.00,37,175,0.8286,1,The Loyalist
108369,9.00,52,589,0.7199,1,The Loyalist
108370,13.00,39,142,0.6620,1,The Loyalist
108371,14.00,5,36,0.5000,2,The Newcomer
108372,30.00,4,21,0.2857,0,Potential Churn
108373,6.00,14,128,0.2188,2,The Newcomer
108374,19.00,15,368,0.7201,1,The Loyalist
108375,23.00,18,276,0.6558,1,The Loyalist
108376,30.00,5,54,0.2778,0,Potential Churn
108377,30.00,7,34,0.2059,0,Potential Churn
108378,2.00,3,23,0.0000,2,The Newcomer
108379,5.00,7,44,0.2045,2,The Newcomer
108380,7.00,3,19,0.1579,2,The Newcomer
108381,6.00,5,85,0.4235,2,The Newcomer
108382,14.00,6,164,0.3902,2,The Newcomer
108383,6.00,22,99,0.5152,1,The Loyalist
108384,14.00,16,129,0.4651,1,The Loyalist
108385,30.00,14,33,0.3333,0,Potential Churn
108386,30.00,3,31,0.1290,0,Potential Churn
108387,9.00,14,240,0.5083,1,The Loyalist
108388,15.00,24,140,0.5429,1,The Loyalist
108389,1.00,28,271,0.4022,1,The Loyalist
108390,13.00,36,205,0.8146,1,The Loyalist
108391,4.00,63,251,0.7171,1,The Loyalist
108392,20.00,17,156,0.6090,1,The Loyalist
108393,7.00,25,163,0.6258,1,The Loyalist
108394,30.00,4,16,0.1875,0,Potential Churn
108395,30.00,6,51,0.4118,0,Potential Churn
108396,8.00,99,887,0.6528,1,The Loyalist
108397,11.00,6,57,0.3333,2,The Newcomer
108398,30.00,13,35,0.5714,0,Potential Churn
108399,3.00,3,23,0.0870,2,The Newcomer
108400,10.00,20,77,0.6883,1,The Loyalist
108401,0.00,50,547,0.6984,1,The Loyalist
108402,14.00,13,145,0.4345,1,The Loyalist
108403,4.00,4,71,0.0282,2,The Newcomer
108404,7.00,18,289,0.6228,1,The Loyalist
108405,2.00,14,112,0.3750,2,The Newcomer
108406,30.00,11,89,0.4494,0,Potential Churn
108407,30.00,8,239,0.2636,0,Potential Churn
108408,30.00,7,22,0.3182,0,Potential Churn
108409,24.00,13,452,0.5199,1,The Loyalist
108410,15.00,25,216,0.8843,1,The Loyalist
108411,8.00,3,24,0.2083,2,The Newcomer
108412,30.00,11,147,0.5510,0,Potential Churn
108413,12.00,3,30,0.2667,2,The Newcomer
108414,7.00,15,151,0.4570,1,The Loyalist
108415,30.00,4,51,0.2549,0,Potential Churn
108416,17.00,5,37,0.0270,2,The Newcomer
108417,30.00,4,58,0.2414,0,Potential Churn
108418,30.00,5,7,0.2857,0,Potential Churn
108419,8.00,20,73,0.6027,1,The Loyalist
108420,2.00,3,10,0.4000,2,The Newcomer
108421,1.00,24,126,0.2143,2,The Newcomer
108422,30.00,64,724,0.6740,1,The Loyalist
108423,8.00,58,619,0.7593,1,The Loyalist
108424,1.00,3,25,0.0800,2,The Newcomer
108425,30.00,4,19,0.1579,0,Potential Churn
108426,11.00,24,160,0.4438,1,The Loyalist
108427,14.00,3,48,0.0417,2,The Newcomer
108428,3.00,7,153,0.3725,2,The Newcomer
108429,0.00,6,82,0.1098,2,The Newcomer
108430,30.00,3,13,0.3077,0,Potential Churn
108431,4.00,17,106,0.3962,2,The Newcomer
108432,5.00,32,215,0.5907,1,The Loyalist
108433,6.00,6,68,0.4412,2,The Newcomer
108434,9.00,7,32,0.4375,2,The Newcomer
108435,11.00,15,144,0.4375,1,The Loyalist
108436,14.00,24,227,0.5639,1,The Loyalist
108437,30.00,5,49,0.4490,0,Potential Churn
108438,18.00,8,113,0.4690,2,The Newcomer
108439,30.00,6,130,0.3385,0,Potential Churn
108440,8.00,22,323,0.5294,1,The Loyalist
108441,3.00,87,529,0.8280,1,The Loyalist
108442,7.00,5,26,0.1154,2,The Newcomer
108443,21.00,3,53,0.1698,0,Potential Churn
108444,7.00,3,27,0.0370,2,The Newcomer
108445,30.00,5,30,0.0333,0,Potential Churn
108446,2.00,13,165,0.5333,1,The Loyalist
108447,30.00,10,61,0.6393,0,Potential Churn
108448,10.00,19,53,0.6226,1,The Loyalist
108449,2.00,5,44,0.1818,2,The Newcomer
108450,30.00,3,75,0.2667,0,Potential Churn
108451,7.00,77,519,0.7399,1,The Loyalist
108452,28.00,6,88,0.5114,0,Potential Churn
108453,7.00,29,496,0.7560,1,The Loyalist
108454,17.00,4,56,0.2857,2,The Newcomer
108455,14.00,9,70,0.3000,2,The Newcomer
108456,30.00,17,90,0.5778,0,Potential Churn
108457,5.00,99,1417,0.7819,1,The Loyalist
108458,15.00,10,177,0.4633,1,The Loyalist
108459,16.00,26,107,0.6729,1,The Loyalist
108460,3.00,35,468,0.6944,1,The Loyalist
108461,8.00,5,36,0.2778,2,The Newcomer
108462,7.00,9,80,0.4375,2,The Newcomer
108463,30.00,8,74,0.1757,0,Potential Churn
108464,7.00,31,256,0.5586,1,The Loyalist
108465,6.00,45,384,0.5260,1,The Loyalist
108466,30.00,23,114,0.7807,1,The Loyalist
